rank,normalized_ref,demand,kind,target_level,citation_types,inferred_issuer,inferred_institution,inferred_site,coverage_status
19758,深水规〔2020〕1号,2,formal,unknown,formal:2,深水规,Shenzhen (深圳),sz,have
19759,深水计〔2018〕1260号,2,formal,unknown,formal:2,深水计,Shenzhen (深圳),sz,have
19760,深水计〔2019〕718号,2,formal,unknown,formal:2,深水计,Shenzhen (深圳),sz,have
19761,深水计〔2019〕769号,2,formal,unknown,formal:2,深水计,Shenzhen (深圳),sz,have
19762,深水计〔2020〕136号,2,formal,unknown,formal:2,深水计,Shenzhen (深圳),sz,have
19763,深水财〔2019〕589号,2,title,unknown,llm:2,深水财,Shenzhen (深圳),sz,have
19764,深江铁路中山段石岐街道收回国有建设用地使用权补偿方案,2,title,unknown,named:2,,unknown,,unknown
19765,深治水办〔2017〕119号,2,formal,unknown,formal:2,深治水办,Shenzhen (深圳),sz,have
19766,深港口岸经济带罗湖先行区发展规划,2,title,district,named:2,,unknown,,unknown
19767,深港口岸规划建设专责协调机制组成方案,2,title,unknown,named:2+llm:1,,unknown,,unknown
19768,深港科技创新特别合作区总体发展规划（2018—2035年）,2,title,unknown,named:2,,unknown,,unknown
19769,深环规〔2025〕4号,2,formal,unknown,formal:2,深环规,Shenzhen (深圳),sz,have
19770,深社会组织党〔2023〕37号,2,formal,unknown,formal:2,深社会组织党,Shenzhen (深圳),sz,have
19771,深科技创新〔2018〕79号,2,formal,unknown,formal:2,深科技创新,Shenzhen (深圳),sz,have
19772,深科技创新决〔2021〕62号,2,formal,unknown,formal:2,深科技创新决,Shenzhen (深圳),sz,have
19773,深科技创新决〔2022〕654号,2,formal,unknown,formal:2,深科技创新决,Shenzhen (深圳),sz,have
19774,深科技创新决〔2023〕28号,2,title,unknown,llm:2,深科技创新决,Shenzhen (深圳),sz,have
19775,深科技创新决〔2023〕54号,2,title,unknown,llm:2,深科技创新决,Shenzhen (深圳),sz,have
19776,深科技创新规〔2020〕1 号,2,title,unknown,llm:2,深科技创新规,Shenzhen (深圳),sz,have
19777,深科技创新规〔2022〕3号,2,formal,unknown,formal:2,深科技创新规,Shenzhen (深圳),sz,have
19778,深科技创新资〔2022〕27号,2,formal,unknown,formal:2,深科技创新资,Shenzhen (深圳),sz,have
19779,深组通〔2013〕90号,2,formal,unknown,formal:2,深组通,Shenzhen (深圳),sz,have
19780,深经贸信息规〔2016〕2号,2,formal,unknown,formal:2,深经贸信息规,Shenzhen (深圳),sz,have
19781,深编[2021]73号,2,title,unknown,llm:2,深编,Shenzhen (深圳),sz,have
19782,深编〔2002〕5号,2,formal,unknown,formal:2,深编,Shenzhen (深圳),sz,have
19783,深编〔2017〕26号,2,formal,unknown,formal:2,深编,Shenzhen (深圳),sz,have
19784,深编〔2017〕29号,2,formal,unknown,formal:2,深编,Shenzhen (深圳),sz,have
19785,深编〔2017〕49号,2,formal,unknown,formal:2,深编,Shenzhen (深圳),sz,have
19786,深编〔2019〕34号,2,title,unknown,llm:2,深编,Shenzhen (深圳),sz,have
19787,深编〔2021〕51号,2,formal,unknown,formal:2,深编,Shenzhen (深圳),sz,have
19788,深编办〔2003〕72号,2,formal,unknown,formal:2,深编办,Shenzhen (深圳),sz,have
19789,深网办〔2014〕6号,2,formal,unknown,formal:2,深网办,Shenzhen (深圳),sz,have
19790,深莞惠城镇群协调发展规划,2,title,unknown,named:2,,unknown,,unknown
19791,深规划资源(2021) 508号,2,title,unknown,llm:2,深规划资源,Shenzhen (深圳),sz,have
19792,深规划资源〔2019〕213号,2,formal,unknown,formal:2,深规划资源,Shenzhen (深圳),sz,have
19793,深规划资源〔2022〕105号,2,formal,unknown,formal:2,深规划资源,Shenzhen (深圳),sz,have
19794,深规划资源〔2023〕488号,2,formal,unknown,formal:2,深规划资源,Shenzhen (深圳),sz,have
19795,深规划资源〔2023〕52号,2,formal,unknown,formal:2,深规划资源,Shenzhen (深圳),sz,have
19796,深规划资源规〔2019〕2号,2,formal,unknown,formal:2,深规划资源规,Shenzhen (深圳),sz,have
19797,深规划资源规〔2020〕3号,2,formal,unknown,formal:2,深规划资源规,Shenzhen (深圳),sz,have
19798,深规划资源规〔2021〕7号,2,formal,unknown,formal:2,深规划资源规,Shenzhen (深圳),sz,have
19799,深规划资源规〔2024〕3号,2,formal,unknown,formal:2,深规划资源规,Shenzhen (深圳),sz,have
19800,深规土〔2011〕828号,2,formal,municipal,formal:2,深规土,Shenzhen (深圳),sz,have
19801,深规土〔2013〕12号,2,formal,municipal,formal:2,深规土,Shenzhen (深圳),sz,have
19802,深规土〔2013〕294号,2,formal,municipal,formal:2,深规土,Shenzhen (深圳),sz,have
19803,深规土〔2013〕295号,2,formal,municipal,formal:2,深规土,Shenzhen (深圳),sz,have
19804,深规土〔2014〕120号,2,formal,municipal,formal:2,深规土,Shenzhen (深圳),sz,have
19805,深规土〔2018〕575号,2,formal,municipal,formal:2,深规土,Shenzhen (深圳),sz,have
19806,深规土〔2018〕805号,2,formal,municipal,formal:2,深规土,Shenzhen (深圳),sz,have
19807,深财办〔2020〕2号,2,formal,unknown,formal:2,深财办,Shenzhen (深圳),sz,have
19808,深财工贸〔2023〕4号,2,formal,unknown,formal:2,深财工贸,Shenzhen (深圳),sz,have
19809,深财法〔2014〕9号,2,formal,unknown,formal:2,深财法,Shenzhen (深圳),sz,have
19810,深财行〔2008〕208号,2,formal,unknown,formal:2,深财行,Shenzhen (深圳),sz,have
19811,深财规〔2013〕12号,2,formal,unknown,formal:2,深财规,Shenzhen (深圳),sz,have
19812,深财规〔2015〕11号,2,formal,unknown,formal:2,深财规,Shenzhen (深圳),sz,have
19813,深财规〔2019〕4号,2,formal,unknown,formal:2,深财规,Shenzhen (深圳),sz,have
19814,深财规〔2019〕67号,2,formal,unknown,formal:2,深财规,Shenzhen (深圳),sz,have
19815,深财规〔2025〕6号,2,formal,unknown,formal:2,深财规,Shenzhen (深圳),sz,have
19816,深财资〔2022〕8号,2,formal,unknown,formal:2,深财资,Shenzhen (深圳),sz,have
19817,深财资规〔2011〕14号,2,formal,unknown,formal:2,深财资规,Shenzhen (深圳),sz,have
19818,深财预〔2020〕120号,2,formal,unknown,formal:2,深财预,Shenzhen (深圳),sz,have
19819,深财预〔2021〕58号,2,formal,unknown,formal:2,深财预,Shenzhen (深圳),sz,have
19820,深财预〔2025〕4号,2,formal,unknown,formal:2,深财预,Shenzhen (深圳),sz,have
19821,深质监〔2009〕167号,2,formal,unknown,formal:2,深质监,Shenzhen (深圳),sz,have
19822,深贸工企字〔2007〕8号,2,formal,unknown,formal:2,深贸工企字,Shenzhen (深圳),sz,have
19823,深采购[2018]27号,2,title,unknown,llm:2,深采购,Shenzhen (深圳),sz,have
19824,深金规〔2017〕2号,2,formal,unknown,formal:2,深金规,Shenzhen (深圳),sz,have
19825,深鹏办规〔2022〕2号,2,formal,unknown,formal:2,深鹏办规,Shenzhen (深圳),sz,have
19826,深鹏办规〔2023〕14号,2,formal,unknown,formal:2,深鹏办规,Shenzhen (深圳),sz,have
19827,深鹏办规〔2024〕2号,2,formal,unknown,formal:2,深鹏办规,Shenzhen (深圳),sz,have
19828,深鹏办规〔2024〕4号,2,formal,unknown,formal:2,深鹏办规,Shenzhen (深圳),sz,have
19829,深鹏办规〔2024〕7号,2,formal,unknown,formal:2,深鹏办规,Shenzhen (深圳),sz,have
19830,深鹏发财〔2020〕413号,2,formal,unknown,formal:2,深鹏发财,Shenzhen (深圳),sz,have
19831,深鹏发财〔2021〕312号,2,formal,unknown,formal:2,深鹏发财,Shenzhen (深圳),sz,have
19832,深鹏发财〔2022〕243号,2,formal,unknown,formal:2,深鹏发财,Shenzhen (深圳),sz,have
19833,深鹏发财〔2022〕277号,2,formal,unknown,formal:2,深鹏发财,Shenzhen (深圳),sz,have
19834,深鹏发财〔2022〕280号,2,formal,unknown,formal:2,深鹏发财,Shenzhen (深圳),sz,have
19835,深鹏发财〔2022〕282号,2,formal,unknown,formal:2,深鹏发财,Shenzhen (深圳),sz,have
19836,深鹏发财前〔2020〕1号,2,formal,unknown,formal:2,深鹏发财前,Shenzhen (深圳),sz,have
19837,深鹏应急委〔2024〕1号,2,formal,unknown,formal:2,深鹏应急委,Shenzhen (深圳),sz,have
19838,深鹏教卫〔2024〕94号,2,formal,unknown,formal:2,深鹏教卫,Shenzhen (深圳),sz,have
19839,深鹏综办规〔2020〕3号,2,formal,unknown,formal:2,深鹏综办规,Shenzhen (深圳),sz,have
19840,深龙人才通〔2016〕4号,2,formal,district,formal:2,深龙人才通,Shenzhen (深圳),sz,have
19841,深龙人规〔2020〕2号,2,formal,district,formal:2,深龙人规,Shenzhen (深圳),sz,have
19842,深龙人通〔2015〕50号,2,formal,district,formal:2,深龙人通,Shenzhen (深圳),sz,have
19843,深龙人通〔2018〕148号,2,formal,district,formal:2,深龙人通,Shenzhen (深圳),sz,have
19844,深龙华人规〔2021〕1号,2,formal,district,formal:2,深龙华人规,Shenzhen (深圳),sz,have
19845,深龙华办〔2013〕158号,2,formal,district,formal:2,深龙华办,Shenzhen (深圳),sz,have
19846,深龙华办〔2013〕176号,2,formal,district,formal:2,深龙华办,Shenzhen (深圳),sz,have
19847,深龙华办〔2013〕89号,2,formal,district,formal:2,深龙华办,Shenzhen (深圳),sz,have
19848,深龙华办〔2016〕8号,2,formal,district,formal:2,深龙华办,Shenzhen (深圳),sz,have
19849,深龙华字〔2013〕12号,2,formal,district,formal:2,深龙华字,Shenzhen (深圳),sz,have
19850,深龙华审〔2023〕8号,2,formal,district,formal:2,深龙华审,Shenzhen (深圳),sz,have
19851,深龙华审报〔2022〕12号,2,formal,district,formal:2,深龙华审报,Shenzhen (深圳),sz,have
19852,深龙华审计〔2021〕14号,2,formal,district,formal:2,深龙华审计,Shenzhen (深圳),sz,have
19853,深龙华府办〔2019〕2号,2,formal,district,formal:2,深龙华府办,Shenzhen (深圳),sz,have
19854,深龙华府办规〔2018〕1号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19855,深龙华府办规〔2018〕4号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19856,深龙华府办规〔2019〕11号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19857,深龙华府办规〔2019〕12号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19858,深龙华府办规〔2019〕1号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19859,深龙华府办规〔2019〕3号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19860,深龙华府办规〔2020〕10号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19861,深龙华府办规〔2020〕12号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19862,深龙华府办规〔2020〕15号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19863,深龙华府办规〔2020〕1号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19864,深龙华府办规〔2020〕2号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19865,深龙华府办规〔2020〕3号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19866,深龙华府办规〔2020〕6号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19867,深龙华府办规〔2021〕13号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19868,深龙华府办规〔2022〕1号,2,formal,district,formal:2,深龙华府办规,Shenzhen (深圳),sz,have
19869,深龙华府规〔2017〕3号,2,formal,district,formal:2,深龙华府规,Shenzhen (深圳),sz,have
19870,深龙华府规〔2019〕1号,2,formal,district,formal:2,深龙华府规,Shenzhen (深圳),sz,have
19871,深龙华府规〔2019〕4号,2,formal,district,formal:2,深龙华府规,Shenzhen (深圳),sz,have
19872,深龙华更新整备〔2022〕175号,2,formal,district,formal:2,深龙华更新整备,Shenzhen (深圳),sz,have
19873,深龙华科创规〔2020〕1号,2,formal,district,formal:2,深龙华科创规,Shenzhen (深圳),sz,have
19874,深龙华科创规〔2024〕1号,2,formal,district,formal:2,深龙华科创规,Shenzhen (深圳),sz,have
19875,深龙工信规〔2024〕1号,2,formal,district,formal:2,深龙工信规,Shenzhen (深圳),sz,have
19876,深龙工信规〔2025〕5号,2,formal,district,formal:2,深龙工信规,Shenzhen (深圳),sz,have
19877,深龙应急规〔2020〕1号,2,formal,district,formal:2,深龙应急规,Shenzhen (深圳),sz,have
19878,深龙府〔2002〕67号,2,formal,district,formal:2,深龙府,Shenzhen (深圳),sz,have
19879,深龙府〔2008〕29号,2,formal,district,formal:2,深龙府,Shenzhen (深圳),sz,have
19880,深龙府办〔2014〕23号,2,formal,district,formal:2,深龙府办,Shenzhen (深圳),sz,have
19881,深龙府办〔2014〕9号,2,formal,district,formal:2,深龙府办,Shenzhen (深圳),sz,have
19882,深龙府办〔2015〕28号,2,formal,district,formal:2,深龙府办,Shenzhen (深圳),sz,have
19883,深龙府办〔2015〕29号,2,formal,district,formal:2,深龙府办,Shenzhen (深圳),sz,have
19884,深龙府办〔2018〕10号,2,formal,district,formal:2,深龙府办,Shenzhen (深圳),sz,have
19885,深龙府办规〔2018〕4号,2,formal,district,formal:2,深龙府办规,Shenzhen (深圳),sz,have
19886,深龙教育英才计划实施办法,2,title,unknown,named:1+llm:1,,unknown,,unknown
19887,深龙文规〔2024〕3号,2,formal,district,formal:2,深龙文规,Shenzhen (深圳),sz,have
19888,深龙更新整备规〔2021〕1号,2,formal,district,formal:2,深龙更新整备规,Shenzhen (深圳),sz,have
19889,深龙民〔2022〕24号,2,formal,district,formal:2,深龙民,Shenzhen (深圳),sz,have
19890,深龙科〔2019〕45号,2,formal,district,formal:2,深龙科,Shenzhen (深圳),sz,have
19891,深龙财规〔2021〕1号,2,formal,district,formal:2,深龙财规,Shenzhen (深圳),sz,have
19892,清洁生产标准 氯碱工业（烧碱）,2,title,unknown,named:2+llm:1,,unknown,,unknown
19893,清洁生产标准 氯碱工业（聚氯乙烯）,2,title,unknown,named:2+llm:1,,unknown,,unknown
19894,清洁生产标准 粗铅冶炼业,2,title,unknown,named:2+llm:2,,unknown,,unknown
19895,清洁生产标准 铅电解业,2,title,unknown,named:2+llm:2,,unknown,,unknown
19896,清洁生产标准 铜冶炼业,2,title,unknown,named:2+llm:2,,unknown,,unknown
19897,清理整合省级财政专项资金实施方案（闽政〔2016〕46号）,2,title,provincial,llm:2,闽政,Fujian (福建),fujian,have
19898,渔业无线电管理规定,2,title,unknown,named:2,,unknown,,unknown
19899,渔业船舶检验管理规定,2,title,unknown,named:2,,unknown,,unknown
19900,渔业船舶重大事故隐患判定标准（试行）,2,title,unknown,named:2,,unknown,,unknown
19901,渔政执法装备配备指导标准,2,title,unknown,named:2,,unknown,,unknown
19902,渝中区住建领域进一步加强安全生产十条硬措施,2,title,unknown,named:2,,unknown,,unknown
19903,渝中府办〔2024〕32号,2,formal,unknown,formal:2,渝中府办,Chongqing (重庆),cq,have
19904,渝人发〔1998〕116号,2,formal,unknown,formal:2,渝人发,Chongqing (重庆),cq,have
19905,渝人发〔2006〕44号,2,formal,unknown,formal:2,渝人发,Chongqing (重庆),cq,have
19906,渝人社发〔2024〕12号,2,formal,unknown,formal:2,渝人社发,Chongqing (重庆),cq,have
19907,渝人社规〔2025〕16号,2,formal,unknown,formal:2,渝人社规,Chongqing (重庆),cq,have
19908,渝价〔2004〕592号,2,formal,unknown,formal:2,渝价,Chongqing (重庆),cq,have
19909,渝价〔2017〕173号,2,formal,unknown,formal:2,渝价,Chongqing (重庆),cq,have
19910,渝供发〔2018〕66号,2,formal,unknown,formal:2,渝供发,Chongqing (重庆),cq,have
19911,渝公规〔2022〕2号,2,formal,unknown,formal:2,渝公规,Chongqing (重庆),cq,have
19912,渝公规〔2023〕3号,2,formal,unknown,formal:2,渝公规,Chongqing (重庆),cq,have
19913,渝农办发〔2023〕140号,2,formal,unknown,formal:2,渝农办发,Chongqing (重庆),cq,have
19914,渝农发〔2025〕77号,2,formal,unknown,formal:2,渝农发,Chongqing (重庆),cq,have
19915,渝办〔1998〕158号,2,formal,unknown,formal:2,渝办,Chongqing (重庆),cq,have
19916,渝办〔2002〕10号,2,formal,unknown,formal:2,渝办,Chongqing (重庆),cq,have
19917,渝办〔2005〕69号,2,formal,unknown,formal:2,渝办,Chongqing (重庆),cq,have
